actividad,cantidad,estatus,pais,genero
Farming,300,paid,El Salvador,M
Personal Housing Expenses,300,in_repayment,El Salvador,M
Arts,300,paid,El Salvador,M
Fuel/Firewood,1925,paid,Mali,F
Soft Drinks,1500,paid,Mali,F
Personal Housing Expenses,400,paid,Nicaragua,F
Agriculture,200,paid,Peru,F
Timber Sales,475,in_repayment,Kenya,M
Pigs,225,in_repayment,Philippines,F
Farming,1500,in_repayment,Armenia,F
Construction Supplies,1525,in_repayment,Nicaragua,M
General Store,450,paid,Philippines,F
Dairy,1175,in_repayment,Kenya,F
Motorcycle Transport,150,paid,Philippines,M
Higher education costs,1200,in_repayment,Uganda,F
Farming,900,paid,El Salvador,M
Crafts,400,paid,El Salvador,F
Restaurant,5800,in_repayment,Israel,F
Farming,800,in_repayment,Uganda,M
Food Production/Sales,500,in_repayment,Mali,F
General Store,200,paid,Uganda,F
Motorcycle Repair,125,paid,Philippines,F
Farming,2725,in_repayment,Vietnam,F
General Store,2900,in_repayment,Israel,F
Farming,875,in_repayment,Samoa,F
Natural Medicines,400,paid,Uganda,M
Motorcycle Transport,500,in_repayment,Kenya,M
Agriculture,800,in_repayment,Honduras,F
Sewing,950,in_repayment,Yemen,F
General Store,425,paid,Philippines,F
Manufacturing,300,paid,Zimbabwe,M
Photography,1200,in_repayment,El Salvador,M
Personal Housing Expenses,1050,in_repayment,Tajikistan,F
Food Production/Sales,400,paid,Uganda,M
Farming,125,in_repayment,Kenya,F
Home Appliances,950,in_repayment,Yemen,F
Fruits & Vegetables,450,paid,Philippines,F
Personal Purchases,850,in_repayment,Tajikistan,F
Bicycle Repair,500,paid,El Salvador,M
Clothing Sales,1025,paid,Burkina Faso,F
Primary/secondary school costs,325,paid,Uganda,F
Food Production/Sales,1000,in_repayment,El Salvador,F
Food,5100,paid,Benin,F
Farming,200,paid,Philippines,M
Food Market,3475,paid,Senegal,F
Beauty Salon,175,paid,Philippines,F
Primary/secondary school costs,400,paid,Uganda,F
Clothing Sales,650,in_repayment,Cameroon,M
Food,1225,in_repayment,Benin,F
Personal Housing Expenses,1575,paid,Tajikistan,F
Farming,525,in_repayment,Tajikistan,F
Cloth & Dressmaking Supplies,700,in_repayment,Nicaragua,F
Agriculture,5200,paid,Peru,F
Consumer Goods,750,paid,Tajikistan,F
Food,300,paid,Uganda,F
Animal Sales,6075,paid,Peru,F
Farming,875,in_repayment,Samoa,F
Animal Sales,1050,in_repayment,Tajikistan,M
Dairy,350,in_repayment,Kenya,F
Fruits & Vegetables,375,paid,Philippines,F
General Store,800,in_repayment,Uganda,F
Grocery Store,425,in_repayment,Honduras,M
Food Market,1050,in_repayment,Tajikistan,F
General Store,275,paid,Philippines,F
General Store,325,paid,Philippines,F
Food Production/Sales,325,paid,El Salvador,F
Higher education costs,625,paid,Jordan,F
Animal Sales,1050,paid,Tajikistan,M
Musical Instruments,1000,defaulted,Colombia,M
Cattle,2000,in_repayment,Tajikistan,F
Home Products Sales,650,in_repayment,Cameroon,F
Liquor Store / Off-License,175,paid,Uganda,F
Pigs,375,paid,Philippines,F
Farming,800,in_repayment,Uganda,M
Higher education costs,750,in_repayment,Jordan,M
Higher education costs,750,in_repayment,Jordan,M
Farming,625,paid,Tajikistan,F
Jewelry,525,in_repayment,Benin,F
Jewelry,850,in_repayment,Benin,F
Farming,100,paid,Philippines,F
Recycled Materials,1725,in_repayment,Vietnam,F
Clothing Sales,625,in_repayment,Tajikistan,F
Higher education costs,1475,in_repayment,Jordan,M
Higher education costs,1325,in_repayment,Jordan,F
Pigs,1025,in_repayment,Cambodia,F
Fruits & Vegetables,450,paid,Philippines,F
Education provider,600,paid,Uganda,F
Home Appliances,1000,in_repayment,Yemen,F
Grocery Store,1225,paid,Nicaragua,F
Personal Housing Expenses,1175,in_repayment,Nicaragua,F
Livestock,3000,in_repayment,Armenia,F
Dairy,250,in_repayment,Kenya,F
Perfumes,1050,in_repayment,Tajikistan,F
Clothing Sales,500,in_repayment,Zimbabwe,F
Farming,900,in_repayment,Cambodia,F
Fuel/Firewood,775,in_repayment,Nicaragua,M
Dairy,1500,in_repayment,El Salvador,M
Fruits & Vegetables,1450,paid,Mali,F
Livestock,4150,paid,Senegal,F
Farming,225,paid,Philippines,F
General Store,675,paid,Philippines,F
Agriculture,1500,in_repayment,Honduras,F
Farming,200,paid,Uganda,F
Higher education costs,750,paid,Jordan,F
Tailoring,1700,in_repayment,Mongolia,F
Personal Housing Expenses,2275,in_repayment,Mongolia,M
Farming,1100,in_repayment,El Salvador,M
Personal Housing Expenses,450,in_repayment,El Salvador,F
Farming,400,in_repayment,El Salvador,M
Clothing,1425,in_repayment,Peru,F
Personal Products Sales,1625,paid,Costa Rica,F
Farming,175,paid,Philippines,F
General Store,375,paid,Philippines,F
Poultry,775,in_repayment,Kenya,F
Farming,100,paid,Philippines,F
Sewing,750,in_repayment,Colombia,F
Livestock,1000,paid,El Salvador,F
Agriculture,1050,in_repayment,El Salvador,F
Property,450,in_repayment,Uganda,M
Farming,525,paid,Cambodia,F
Personal Housing Expenses,450,paid,El Salvador,F
General Store,1000,in_repayment,El Salvador,F
Retail,400,in_repayment,Benin,F
Animal Sales,2100,in_repayment,Tajikistan,F
Manufacturing,500,in_repayment,El Salvador,M
Personal Housing Expenses,600,paid,Uganda,M
Cosmetics Sales,425,in_repayment,Nicaragua,F
Auto Repair,1600,in_repayment,El Salvador,M
Farming,1000,in_repayment,Armenia,F
Construction,350,paid,Cambodia,F
Agriculture,800,in_repayment,Honduras,F
Agriculture,1075,in_repayment,Peru,M
Personal Housing Expenses,675,in_repayment,Honduras,M
Food Production/Sales,275,paid,Honduras,F
Clothing,200,paid,El Salvador,M
Personal Housing Expenses,400,in_repayment,Nicaragua,F
Cloth & Dressmaking Supplies,400,in_repayment,Benin,F
Agriculture,800,in_repayment,Honduras,F
Food Production/Sales,1000,paid,Tajikistan,F
Home Energy,100,in_repayment,Uganda,M
Personal Housing Expenses,1000,in_repayment,Albania,M
Cattle,575,in_repayment,Kyrgyzstan,F
Personal Purchases,525,in_repayment,Tajikistan,M
Farming,200,paid,Uganda,F
Farming,575,in_repayment,Cambodia,F
Retail,2850,paid,Peru,F
Consumer Goods,625,in_repayment,Tajikistan,F
Sewing,925,in_repayment,Kyrgyzstan,F
Fish Selling,225,paid,Philippines,F
Clothing Sales,475,in_repayment,Jordan,F
Clothing Sales,1475,in_repayment,Jordan,F
Farming,750,in_repayment,Cambodia,F
Animal Sales,625,in_repayment,Tajikistan,F
Farming,1050,in_repayment,Honduras,F
Phone Use Sales,1600,in_repayment,Indonesia,M
General Store,225,paid,Philippines,F
Food Production/Sales,625,in_repayment,Tajikistan,F
Personal Purchases,725,in_repayment,Vietnam,M
Phone Use Sales,1150,in_repayment,Indonesia,M
Phone Use Sales,625,paid,Indonesia,M
Phone Use Sales,625,paid,Indonesia,M
Personal Purchases,725,in_repayment,Vietnam,F
Furniture Making,1725,in_repayment,Vietnam,F
Poultry,1650,in_repayment,Vietnam,F
Farm Supplies,400,in_repayment,El Salvador,F
Pigs,275,paid,Philippines,F
Fuel/Firewood,175,in_repayment,Sierra Leone,F
Clothing Sales,575,in_repayment,Kyrgyzstan,F
Higher education costs,225,paid,Colombia,F
Animal Sales,1250,in_repayment,India,F
Farming,575,in_repayment,Cambodia,F
Grocery Store,625,paid,Honduras,F
Personal Housing Expenses,400,in_repayment,El Salvador,F
Clothing Sales,425,paid,Honduras,F
Retail,1025,in_repayment,El Salvador,M
Home Products Sales,1050,in_repayment,Jordan,F
Cafe,225,paid,Philippines,F
Phone Use Sales,625,in_repayment,Indonesia,M
Phone Use Sales,1075,paid,Indonesia,F
Personal Housing Expenses,450,in_repayment,Cambodia,F
Farming,275,in_repayment,Cambodia,F
Agriculture,800,in_repayment,Honduras,F
Personal Medical Expenses,125,in_repayment,Bolivia,F
Clothing Sales,275,paid,Honduras,F
Wedding Expenses,325,in_repayment,Tajikistan,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Personal Housing Expenses,2000,in_repayment,Albania,M
Farming,525,paid,Cambodia,F
Home Products Sales,1200,in_repayment,Jordan,F
Food Production/Sales,400,paid,Colombia,M
Shoe Sales,1425,in_repayment,Peru,M
Retail,525,paid,Honduras,F
Personal Housing Expenses,800,in_repayment,Nicaragua,M
Agriculture,1500,in_repayment,Honduras,F
Vehicle,1300,in_repayment,Cambodia,F
Grocery Store,525,paid,Honduras,M
Food Production/Sales,675,in_repayment,Honduras,F
Agriculture,925,in_repayment,El Salvador,M
Farming,400,in_repayment,Vietnam,F
Animal Sales,1250,in_repayment,India,F
Fruits & Vegetables,900,paid,Peru,F
Agriculture,1500,in_repayment,Honduras,F
Phone Accessories,925,in_repayment,Sierra Leone,F
Food Production/Sales,650,in_repayment,El Salvador,F
Farming,125,paid,Philippines,M
Agriculture,1575,in_repayment,Nicaragua,M
Electrical Goods,1625,in_repayment,Ecuador,M
Personal Housing Expenses,1300,in_repayment,Cambodia,F
Higher education costs,950,in_repayment,Tajikistan,M
Retail,300,paid,Benin,F
Pigs,1025,in_repayment,Cambodia,F
Food Production/Sales,125,paid,Sierra Leone,F
General Store,700,in_repayment,Sierra Leone,M
Animal Sales,1250,in_repayment,India,F
Upholstery,1500,paid,El Salvador,M
Agriculture,850,paid,Tajikistan,F
Farming,400,paid,El Salvador,M
Grocery Store,1075,in_repayment,Peru,M
Food Market,225,in_repayment,Liberia,F
Grocery Store,800,in_repayment,Honduras,F
Livestock,700,in_repayment,El Salvador,M
Phone Use Sales,1150,in_repayment,Indonesia,M
Food Market,275,in_repayment,Liberia,F
Waste Management,1150,in_repayment,Kenya,F
Personal Housing Expenses,400,in_repayment,El Salvador,M
Retail,175,in_repayment,Uganda,F
Phone Use Sales,625,in_repayment,Indonesia,M
Sewing,1200,in_repayment,Iraq,F
Waste Management,1150,in_repayment,Kenya,F
Waste Management,1150,in_repayment,Kenya,F
Farming,2500,in_repayment,Armenia,F
Restaurant,200,in_repayment,Uganda,F
Animal Sales,1250,in_repayment,India,F
Animal Sales,1250,in_repayment,India,F
Food Market,300,in_repayment,Liberia,F
Primary/secondary school costs,250,paid,Uganda,F
Farming,500,paid,Uganda,M
Motorcycle Transport,1500,in_repayment,Bolivia,M
Fuel/Firewood,125,paid,Uganda,F
Animal Sales,1250,in_repayment,India,F
Food Market,350,in_repayment,Liberia,F
Farming,1500,in_repayment,Armenia,F
Charcoal Sales,425,in_repayment,Liberia,F
Phone Use Sales,625,in_repayment,Indonesia,F
Dairy,1225,in_repayment,Georgia,F
Food Market,200,paid,Uganda,F
Agriculture,1300,in_repayment,Honduras,F
Food Production/Sales,250,in_repayment,Uganda,F
Phone Use Sales,625,paid,Indonesia,M
Farming,3000,in_repayment,Armenia,F
Grocery Store,350,in_repayment,India,F
Health,800,in_repayment,Zambia,F
Farming,1175,in_repayment,Kenya,F
Charcoal Sales,125,in_repayment,Uganda,F
Farming,2500,in_repayment,Armenia,F
General Store,325,paid,Uganda,M
Restaurant,1200,in_repayment,Ecuador,F
Grocery Store,300,paid,Ecuador,F
Food Market,350,in_repayment,Liberia,F
Poultry,1200,in_repayment,Uganda,M
Utilities,1000,paid,Haiti,M
Farming,1925,in_repayment,Azerbaijan,F
Clothing Sales,925,in_repayment,Sierra Leone,M
Cattle,600,paid,Uganda,M
Property,2225,in_repayment,Mexico,F
Grocery Store,525,in_repayment,Honduras,F
Cosmetics Sales,825,in_repayment,Kenya,F
Home Products Sales,500,paid,Uganda,M
Farm Supplies,1500,in_repayment,Armenia,F
Motorcycle Transport,575,in_repayment,Uganda,M
Butcher Shop,1425,in_repayment,Azerbaijan,M
Fuel/Firewood,1175,in_repayment,Kenya,M
Primary/secondary school costs,675,paid,Uganda,M
General Store,600,paid,Uganda,M
Construction,1425,in_repayment,Azerbaijan,M
Farming,2500,in_repayment,Armenia,F
Spare Parts,1000,in_repayment,Uganda,M
Bakery,200,paid,Nicaragua,F
Personal Housing Expenses,800,in_repayment,Uganda,M
Fish Selling,100,in_repayment,Uganda,F
Catering,1325,in_repayment,Ecuador,F
Retail,600,in_repayment,Kenya,F
Agriculture,1500,in_repayment,Armenia,F
Agriculture,1450,in_repayment,Bolivia,F
Cereals,225,in_repayment,Liberia,F
Farming,475,in_repayment,Kenya,F
Farming,2500,in_repayment,Armenia,F
Catering,700,in_repayment,Ecuador,M
Fruits & Vegetables,1925,in_repayment,Azerbaijan,F
Construction Supplies,1425,in_repayment,Azerbaijan,M
Farming,600,paid,Kenya,F
Food Market,250,in_repayment,Liberia,F
Retail,600,paid,Uganda,M
Shoe Sales,200,in_repayment,Liberia,F
Flowers,800,paid,Uganda,F
Farming,1925,in_repayment,Azerbaijan,F
Fruits & Vegetables,1425,in_repayment,Azerbaijan,M
Food Production/Sales,5650,paid,Ecuador,F
Farming,350,in_repayment,Kenya,M
Retail,725,in_repayment,Peru,M
Farming,800,in_repayment,Kenya,M
Fruits & Vegetables,1425,in_repayment,Azerbaijan,M
Farming,1425,in_repayment,Azerbaijan,M
Higher education costs,225,paid,Colombia,F
Food Market,225,in_repayment,Liberia,F
Fruits & Vegetables,500,in_repayment,Colombia,M
Food Production/Sales,800,in_repayment,Honduras,F
Farming,675,in_repayment,Honduras,F
Food Production/Sales,1925,in_repayment,Azerbaijan,F
Agriculture,800,in_repayment,Nicaragua,M
Poultry,225,in_repayment,El Salvador,M
General Store,800,paid,Uganda,M
Fruits & Vegetables,1425,in_repayment,Azerbaijan,M
Shoe Sales,375,in_repayment,Peru,F
Farming,600,in_repayment,El Salvador,M
Fruits & Vegetables,1425,in_repayment,Azerbaijan,M
Beauty Salon,6575,paid,Ecuador,F
Fish Selling,1650,paid,Uganda,F
Farming,2500,in_repayment,Armenia,F
Food Production/Sales,125,in_repayment,Liberia,F
Farming,4750,paid,Peru,M
Charcoal Sales,1000,paid,Uganda,F
Farming,2000,paid,Armenia,F
Dairy,2000,in_repayment,Albania,F
Food Market,125,in_repayment,Liberia,F
Charcoal Sales,500,paid,Uganda,F
Personal Housing Expenses,775,in_repayment,Nicaragua,F
Crafts,10000,in_repayment,United States,F
Farming,1200,in_repayment,Uganda,M
Livestock,1500,in_repayment,Armenia,F
Farming,500,paid,Uganda,M
Charcoal Sales,375,paid,Uganda,F
Primary/secondary school costs,2400,in_repayment,Iraq,M
General Store,800,in_repayment,Uganda,M
Retail,800,paid,Nicaragua,F
Sewing,1200,in_repayment,Iraq,F
Primary/secondary school costs,275,paid,Nicaragua,F
Higher education costs,225,paid,Colombia,M
Personal Housing Expenses,975,in_repayment,Nicaragua,F
Livestock,2500,in_repayment,Armenia,F
Sewing,1000,in_repayment,Iraq,F
Personal Housing Expenses,250,paid,Nicaragua,M
Higher education costs,3000,in_repayment,Iraq,F
Pharmacy,1200,paid,Uganda,F
Fruits & Vegetables,300,paid,Uganda,F
Metal Shop,375,in_repayment,Peru,M
Livestock,3000,in_repayment,Armenia,F
Food Market,300,paid,Uganda,F
Fish Selling,450,paid,Uganda,F
Farming,1075,paid,Peru,F
Farming,1200,in_repayment,Uganda,M
Cereals,800,in_repayment,Uganda,M
Animal Sales,600,paid,Uganda,M
Primary/secondary school costs,400,paid,Uganda,F
Retail,425,paid,Benin,F
Food,400,paid,Benin,F
Education provider,2775,in_repayment,Uganda,F
Food,300,paid,Benin,F
Agriculture,375,paid,Peru,M
Fruits & Vegetables,500,paid,Uganda,F
Personal Housing Expenses,275,in_repayment,Nicaragua,M
Clothing Sales,6500,paid,The Democratic Republic of the Congo,F
Farming,1075,in_repayment,Peru,M
Farming,350,in_repayment,El Salvador,F
Restaurant,1475,in_repayment,Colombia,M
Restaurant,725,paid,Peru,F
Food Market,275,in_repayment,Liberia,F
Tailoring,225,in_repayment,Nepal,F
Grocery Store,325,in_repayment,Nepal,F
Food Market,250,in_repayment,Liberia,F
Personal Housing Expenses,775,in_repayment,Nicaragua,F
General Store,500,paid,El Salvador,M
Food Production/Sales,325,in_repayment,Nepal,F
Liquor Store / Off-License,375,in_repayment,Peru,F
Services,800,in_repayment,Zambia,M
Fruits & Vegetables,500,paid,El Salvador,M
Livestock,1000,in_repayment,Armenia,F
Retail,1275,in_repayment,Sierra Leone,F
Pharmacy,1175,in_repayment,Sierra Leone,F
Home Products Sales,1175,in_repayment,Sierra Leone,F
General Store,1175,in_repayment,Sierra Leone,F
Crafts,1750,paid,Guatemala,F
Fish Selling,775,paid,Ecuador,F
Clothing,6500,paid,The Democratic Republic of the Congo,F
Metal Shop,375,paid,Peru,M
General Store,1050,in_repayment,Sierra Leone,M
Food Market,200,in_repayment,Liberia,F
Food,325,paid,Cameroon,M
Fish Selling,175,paid,Philippines,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Personal Housing Expenses,400,in_repayment,Vietnam,F
General Store,175,paid,Philippines,F
General Store,675,in_repayment,Philippines,F
Fish Selling,200,paid,Philippines,F
Grocery Store,325,in_repayment,Cameroon,M
General Store,225,paid,Philippines,F
Crafts,1100,in_repayment,Peru,M
Food,450,paid,Philippines,M
Restaurant,1125,in_repayment,Philippines,M
General Store,1125,paid,Philippines,F
Crafts,2850,in_repayment,Thailand,F
Crafts,2850,in_repayment,Thailand,F
Crafts,2850,in_repayment,Thailand,F
Crafts,1100,in_repayment,Guatemala,M
Fish Selling,2275,paid,Guatemala,F
Food Market,5075,in_repayment,Guatemala,F
Fish Selling,300,in_repayment,Liberia,F
Fish Selling,225,in_repayment,Liberia,F
Retail,975,in_repayment,Nicaragua,F
Higher education costs,700,in_repayment,Paraguay,F
Higher education costs,950,in_repayment,Paraguay,F
Higher education costs,700,in_repayment,Paraguay,F
Phone Use Sales,625,in_repayment,Indonesia,M
Personal Housing Expenses,1150,in_repayment,Mongolia,F
Fruits & Vegetables,425,paid,Philippines,F
Poultry,1075,in_repayment,Vietnam,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Fish Selling,225,paid,Philippines,F
General Store,1575,in_repayment,Vietnam,F
Poultry,1425,in_repayment,Vietnam,F
Poultry,1425,in_repayment,Vietnam,F
General Store,450,paid,Philippines,F
Higher education costs,1175,in_repayment,Paraguay,F
Poultry,1425,in_repayment,Vietnam,F
Livestock,1925,in_repayment,Vietnam,F
Farm Supplies,775,in_repayment,Honduras,F
Clothing Sales,3075,in_repayment,Vietnam,F
Poultry,1425,in_repayment,Vietnam,F
Livestock,925,in_repayment,Kyrgyzstan,F
Fish Selling,350,paid,Philippines,F
Textiles,775,in_repayment,Nicaragua,F
Food Production/Sales,1425,in_repayment,Vietnam,F
Livestock,1850,in_repayment,Kyrgyzstan,F
Livestock,275,paid,Philippines,F
General Store,575,paid,Philippines,F
Home Energy,150,in_repayment,Uganda,M
Home Energy,100,in_repayment,Uganda,F
Construction Supplies,150,paid,Philippines,F
Food Production/Sales,175,paid,Philippines,F
Fruits & Vegetables,350,paid,Philippines,F
Pigs,1925,paid,Indonesia,F
Food,425,in_repayment,Cameroon,F
Personal Products Sales,300,paid,Philippines,F
Construction Supplies,150,paid,Philippines,F
Food Production/Sales,100,paid,Philippines,F
Food Stall,400,in_repayment,Indonesia,F
General Store,175,paid,Philippines,F
Sewing,300,in_repayment,Colombia,F
Higher education costs,925,paid,Paraguay,F
Pub,1525,in_repayment,Colombia,F
Pub,650,in_repayment,Cameroon,F
General Store,675,paid,Philippines,F
Pigs,1350,paid,Indonesia,F
Food Production/Sales,275,in_repayment,Indonesia,F
Personal Housing Expenses,2550,in_repayment,Cambodia,M
Personal Housing Expenses,425,in_repayment,Philippines,F
Pigs,750,paid,Colombia,F
Crafts,750,paid,Colombia,M
Motorcycle Transport,275,paid,Philippines,F
Sewing,1475,in_repayment,Colombia,F
Fruits & Vegetables,350,in_repayment,Kenya,F
Services,125,in_repayment,Kenya,F
General Store,400,paid,Philippines,F
Pigs,275,paid,Philippines,F
Fishing,300,paid,Philippines,F
Retail,500,paid,Philippines,F
Retail,250,paid,Colombia,M
Farming,1475,in_repayment,Cambodia,F
Farming,575,in_repayment,Cambodia,F
Farming,225,paid,Philippines,F
Motorcycle Transport,675,paid,Philippines,F
Pigs,500,paid,Philippines,F
Grocery Store,500,paid,Colombia,M
Pigs,500,paid,El Salvador,M
Pigs,475,paid,Philippines,F
Fishing,475,paid,Philippines,F
Farming,975,in_repayment,Cambodia,F
Pigs,400,paid,Cambodia,M
Farming,675,in_repayment,Cambodia,F
Farming,725,in_repayment,Cambodia,F
Farming,725,in_repayment,Cambodia,F
Farming,625,paid,Cambodia,F
Farming,725,in_repayment,Cambodia,F
Motorcycle Transport,350,in_repayment,Philippines,M
Farming,600,in_repayment,Kenya,M
Farming,250,paid,Kenya,F
Farming,1325,in_repayment,Cambodia,F
General Store,550,paid,Philippines,F
